row_number,invoice_id,branch,customer_id,gender,age,customer_type,credit_score,has_creditcard,is_active_member,product_category,number_of_products,tax_amount,price,total_amount,ratings,customer_churn
9931,181-82-6255,B,15702293,Female,35,Normal,588,1,1,Home and lifestyle,6,4.911,16.37,103.131,7.0,0
7052,399-69-4630,C,15791321,Female,58,Normal,682,1,0,Electronic accessories,6,6.663,22.21,139.923,8.6,0
8159,449-16-6770,A,15671915,Male,46,Normal,649,1,1,Health and beauty,5,12.6975,50.79,266.6475,5.3,0
9897,225-32-0908,C,15811026,Male,43,Normal,505,1,0,Sports and travel,10,22.43,44.86,471.03,8.2,0
2250,548-48-3156,A,15662571,Male,35,Member,639,1,0,Food and beverages,2,8.334,83.34,175.014,7.6,0
4641,471-06-8611,C,15698462,Male,36,Normal,532,1,1,Food and beverages,1,2.621,52.42,55.041,6.3,0
9486,809-46-1866,A,15630913,Female,69,Normal,476,0,1,Health and beauty,4,11.63,58.15,244.23,8.4,0
4948,815-04-6282,C,15581620,Male,28,Member,597,1,1,Sports and travel,5,16.2425,64.97,341.0925,6.5,0
9921,289-65-5721,B,15808473,Male,72,Normal,673,0,1,Fashion accessories,2,8.137,81.37,170.877,6.5,0
1964,587-03-7455,C,15745399,Female,49,Member,649,1,0,Fashion accessories,7,34.2265,97.79,718.7565,4.9,1
8244,778-34-2523,A,15665943,Male,25,Member,445,1,0,Electronic accessories,8,19.448,48.62,408.408,5.0,0
6591,256-58-3609,C,15657957,Female,26,Member,602,1,0,Fashion accessories,1,4.599,91.98,96.579,9.8,1
8848,342-65-4817,C,15814032,Female,31,Member,807,0,0,Health and beauty,3,13.02,86.8,273.42,9.9,0
322,721-86-6247,A,15756125,Male,44,Normal,757,1,0,Home and lifestyle,8,25.368,63.42,532.728,7.4,0
2679,853-23-2453,B,15671243,Female,47,Member,558,1,0,Health and beauty,4,15.148,75.74,318.108,7.6,0
4626,871-79-8483,B,15610042,Male,33,Normal,574,1,0,Fashion accessories,5,23.5325,94.13,494.1825,4.8,0
4950,213-32-1216,A,15600651,Male,24,Normal,749,1,1,Electronic accessories,6,19.818,66.06,416.178,7.3,0
8329,895-03-6665,B,15663808,Female,59,Normal,666,1,1,Fashion accessories,9,16.4295,36.51,345.0195,4.2,0
3338,287-21-9091,A,15682618,Female,31,Normal,535,1,1,Home and lifestyle,9,33.6015,74.67,705.6315,9.4,0
5590,630-74-5166,A,15584776,Female,37,Normal,847,1,0,Sports and travel,6,18.639,62.13,391.419,7.4,0
252,598-06-7312,B,15710543,Male,46,Member,629,1,1,Fashion accessories,1,4.5675,91.35,95.9175,6.8,1
3974,784-08-0310,C,15671139,Male,39,Member,694,1,1,Food and beverages,4,4.208,21.04,88.368,7.6,0
6631,273-84-2164,C,15626233,Female,32,Member,593,1,1,Electronic accessories,5,3.0125,12.05,63.2625,5.5,0
5548,676-39-6028,A,15778861,Male,33,Member,720,0,0,Electronic accessories,5,16.11,64.44,338.31,6.6,0
36,233-67-5758,C,15606229,Male,39,Normal,771,1,0,Health and beauty,1,2.0175,40.35,42.3675,6.2,0
8363,339-12-4827,B,15795878,Male,45,Member,636,1,1,Fashion accessories,1,3.698,73.96,77.658,5.0,0
1514,411-77-0180,A,15775294,Female,31,Member,692,1,0,Electronic accessories,7,25.27,72.2,530.67,4.3,1
9318,234-03-4040,B,15758769,Female,44,Member,625,1,0,Food and beverages,10,36.525,73.05,767.025,8.7,0
40,870-54-3162,A,15593973,Female,33,Normal,663,1,0,Sports and travel,5,8.0625,32.25,169.3125,9.0,0
4820,727-75-6477,C,15582714,Male,47,Normal,749,0,1,Electronic accessories,4,5.768,28.84,121.128,6.4,1
3466,548-46-9322,B,15706170,Male,34,Normal,636,0,0,Food and beverages,10,19.95,39.9,418.95,5.9,0
1761,802-43-8934,A,15770225,Male,36,Normal,493,1,1,Home and lifestyle,1,0.914,18.28,19.194,8.3,0
2305,409-49-6995,C,15650488,Female,48,Member,492,1,1,Food and beverages,6,14.181,47.27,297.801,8.8,1
3724,817-69-8206,B,15715667,Female,32,Normal,850,0,0,Electronic accessories,9,44.8785,99.73,942.4485,6.5,0
8285,778-34-2523,A,15642093,Male,30,Member,646,1,0,Electronic accessories,8,19.448,48.62,408.408,5.0,0
4994,320-85-2052,B,15576760,Male,36,Normal,673,0,0,Sports and travel,1,1.7405,34.81,36.5505,7.0,0
8128,608-04-3797,B,15568487,Male,35,Member,712,1,1,Health and beauty,8,10.128,25.32,212.688,8.7,0
3033,831-64-0259,B,15707219,Female,28,Normal,844,0,1,Fashion accessories,5,9.9375,39.75,208.6875,9.6,0
7939,596-42-3999,B,15682728,Female,32,Normal,774,0,0,Food and beverages,7,6.377,18.22,133.917,6.6,0
3040,622-20-1945,C,15794257,Male,34,Normal,651,1,1,Health and beauty,1,1.971,39.42,41.391,8.4,0
9656,642-32-2990,A,15804052,Male,23,Normal,710,1,1,Food and beverages,10,5.48,10.96,115.08,6.0,0
2546,263-12-5321,A,15784890,Female,32,Member,763,1,0,Electronic accessories,7,32.41,92.6,680.61,9.3,0
2593,593-95-4461,C,15586523,Female,29,Member,720,1,1,Home and lifestyle,1,3.743,74.86,78.603,6.9,1
1189,731-81-9469,C,15780572,Male,30,Member,653,1,0,Sports and travel,10,44.9,89.8,942.9,5.4,0
7967,577-34-7579,C,15631681,Female,43,Member,807,0,1,Food and beverages,9,22.7205,50.49,477.1305,5.4,0
6078,578-80-7669,B,15747878,Male,60,Normal,739,1,1,Sports and travel,1,3.7485,74.97,78.7185,5.6,0
108,451-73-2711,C,15635396,Female,29,Normal,738,1,0,Food and beverages,1,4.2415,84.83,89.0715,8.8,1
1316,189-55-2313,C,15744109,Male,32,Normal,850,1,1,Fashion accessories,10,31.09,62.18,652.89,6.0,0
8188,291-59-1384,B,15668270,Female,44,Normal,587,1,1,Electronic accessories,1,3.015,60.3,63.315,6.0,1
2754,856-66-2701,A,15584967,Male,57,Member,596,1,1,Home and lifestyle,3,7.995,53.3,167.895,7.5,0
9754,560-49-6611,A,15679587,Female,34,Member,666,1,1,Sports and travel,1,2.279,45.58,47.859,9.8,0
6232,434-83-9547,C,15624428,Female,24,Member,651,1,1,Food and beverages,8,15.388,38.47,323.148,7.7,0
2877,704-20-4138,C,15771856,Female,32,Member,632,1,0,Health and beauty,7,10.3845,29.67,218.0745,8.1,0
5324,493-65-6248,C,15607713,Female,29,Member,850,1,1,Sports and travel,10,18.49,36.98,388.29,7.0,0
800,565-17-3836,A,15706464,Male,35,Member,667,0,0,Health and beauty,4,9.534,47.67,200.214,9.1,0
3571,847-38-7188,B,15672894,Female,36,Normal,625,0,0,Food and beverages,3,14.502,96.68,304.542,6.4,0
2895,573-58-9734,B,15596165,Male,25,Normal,547,1,1,Fashion accessories,3,4.5555,30.37,95.6655,5.1,0
2928,870-54-3162,A,15790935,Female,29,Normal,535,0,1,Sports and travel,5,8.0625,32.25,169.3125,9.0,0
8179,803-17-8013,A,15598510,Male,27,Member,583,1,1,Home and lifestyle,8,35.516,88.79,745.836,4.1,0
972,556-72-8512,C,15731744,Male,30,Normal,692,0,1,Home and lifestyle,1,1.148,22.96,24.108,4.3,0
6688,533-66-5566,B,15781129,Male,38,Normal,687,1,1,Home and lifestyle,7,17.8745,51.07,375.3645,7.0,1
8576,102-06-2002,C,15658486,Female,59,Member,579,1,1,Sports and travel,5,6.3125,25.25,132.5625,6.1,0
2021,810-60-6344,C,15812918,Female,27,Normal,432,0,0,Electronic accessories,8,16.344,40.86,343.224,6.5,0
9055,430-53-4718,B,15636428,Female,45,Member,703,1,0,Health and beauty,8,30.148,75.37,633.108,8.4,1
953,284-54-4231,C,15665221,Male,26,Member,630,0,1,Sports and travel,1,4.0465,80.93,84.9765,9.0,0
5360,183-56-6882,C,15772337,Female,49,Member,723,1,1,Food and beverages,4,19.884,99.42,417.564,7.5,1
3858,316-66-3011,A,15809087,Male,64,Member,598,1,0,Food and beverages,9,21.4335,47.63,450.1035,5.0,1
5862,373-88-1424,C,15569187,Male,35,Member,680,0,0,Home and lifestyle,5,8.9525,35.81,188.0025,7.9,0
3146,678-79-0726,C,15689671,Male,27,Member,775,1,1,Sports and travel,9,40.7835,90.63,856.4535,5.1,0
3306,134-54-4720,B,15600991,Male,31,Normal,694,1,1,Electronic accessories,8,16.968,42.42,356.328,5.7,1
3007,630-74-5166,A,15617434,Male,38,Normal,655,0,1,Sports and travel,6,18.639,62.13,391.419,7.4,0
9002,764-44-8999,B,15582090,Female,36,Normal,684,1,0,Health and beauty,2,1.476,14.76,30.996,4.3,0
7771,182-69-8360,B,15571752,Female,32,Normal,668,1,1,Electronic accessories,4,4.73,23.65,99.33,4.0,0
7439,503-07-0930,C,15682048,Female,51,Member,605,1,1,Sports and travel,7,20.4365,58.39,429.1665,8.2,1
7943,803-83-5989,C,15757837,Male,33,Normal,584,1,1,Home and lifestyle,6,16.719,55.73,351.099,7.0,0
9239,333-73-7901,C,15700964,Female,27,Normal,624,1,1,Health and beauty,8,21.968,54.92,461.328,7.6,0
1057,189-40-5216,C,15678206,Male,46,Normal,464,1,0,Electronic accessories,7,33.7295,96.37,708.3195,6.0,0
3155,805-86-0265,A,15774536,Female,32,Normal,607,0,0,Home and lifestyle,9,42.282,93.96,887.922,9.8,0
3788,542-41-0513,B,15621227,Female,46,Member,668,1,1,Electronic accessories,4,11.498,57.49,241.458,6.6,0
9190,372-62-5264,C,15742116,Female,48,Normal,671,0,0,Food and beverages,9,23.67,52.6,497.07,7.6,0
7826,416-17-9926,A,15601351,Male,43,Member,735,1,1,Electronic accessories,10,37.11,74.22,779.31,4.3,0
7540,440-59-5691,C,15595160,Male,35,Member,413,1,1,Health and beauty,7,13.0025,37.15,273.0525,7.7,0
7232,220-68-6701,A,15745452,Male,41,Normal,651,1,0,Home and lifestyle,4,15.494,77.47,325.374,4.2,0
765,338-65-2210,C,15654859,Female,63,Member,612,1,0,Health and beauty,10,34.3,68.6,720.3,9.1,1
5020,617-15-4209,C,15779059,Female,38,Member,670,1,1,Health and beauty,2,1.537,15.37,32.277,7.2,0
4904,436-54-4512,A,15639549,Female,33,Member,718,0,0,Food and beverages,1,4.5805,91.61,96.1905,9.8,0
8094,466-61-5506,B,15578515,Female,38,Member,659,1,0,Electronic accessories,6,27.21,90.7,571.41,5.3,0
6844,719-76-3868,C,15617065,Male,42,Member,650,1,0,Food and beverages,4,18.852,94.26,395.892,8.6,1
2166,199-75-8169,A,15711521,Male,39,Member,609,1,1,Sports and travel,10,7.905,15.81,166.005,8.6,0
1863,129-29-8530,A,15668958,Male,30,Member,521,1,0,Sports and travel,5,15.655,62.62,328.755,7.0,0
7851,436-54-4512,A,15807524,Female,44,Member,569,0,0,Food and beverages,1,4.5805,91.61,96.1905,9.8,0
9124,420-11-4919,C,15726310,Female,27,Member,782,1,0,Food and beverages,5,17.8475,71.39,374.7975,5.5,0
2341,595-11-5460,A,15690743,Female,61,Normal,536,1,1,Health and beauty,2,9.658,96.58,202.818,5.1,1
5528,778-89-7974,C,15665008,Female,26,Normal,805,1,1,Health and beauty,6,21.063,70.21,442.323,7.4,0
6744,200-40-6154,B,15660429,Female,42,Member,665,0,1,Home and lifestyle,6,19.773,65.91,415.233,5.7,1
4004,663-86-9076,C,15794253,Female,34,Member,832,0,1,Food and beverages,8,27.416,68.54,575.736,8.5,0
1124,658-66-3967,C,15718765,Male,43,Normal,501,0,0,Health and beauty,7,18.6165,53.19,390.9465,5.0,1
8710,152-68-2907,A,15763665,Female,28,Normal,833,0,0,Food and beverages,3,7.83,52.2,164.43,9.5,0
4050,610-46-4100,A,15582892,Male,46,Normal,601,1,1,Health and beauty,7,10.1325,28.95,212.7825,6.0,1
7641,880-46-5796,A,15600462,Female,43,Member,542,0,1,Sports and travel,10,38.46,76.92,807.66,5.6,0
766,198-84-7132,B,15802207,Male,43,Member,769,1,1,Fashion accessories,9,18.2745,40.61,383.7645,7.0,0
2345,284-34-9626,B,15579548,Male,36,Normal,735,1,0,Home and lifestyle,3,11.556,77.04,242.676,7.2,0
4072,652-43-6591,A,15778410,Female,52,Normal,533,0,1,Fashion accessories,8,38.916,97.29,817.236,6.2,1
7217,760-27-5490,C,15626156,Female,60,Normal,655,1,1,Fashion accessories,8,6.248,15.62,131.208,9.1,0
4217,650-98-6268,B,15806771,Female,40,Member,753,1,0,Food and beverages,3,3.1305,20.87,65.7405,8.0,1
7953,505-02-0892,B,15669946,Female,46,Member,663,1,1,Health and beauty,8,17.028,42.57,357.588,5.6,0
5971,234-65-2137,C,15769783,Male,37,Normal,542,1,1,Home and lifestyle,10,47.79,95.58,1003.59,4.8,0
3351,571-94-0759,B,15666823,Male,39,Member,425,1,0,Food and beverages,10,37.3,74.6,783.3,9.5,0
4696,734-91-1155,B,15649414,Female,61,Normal,570,1,1,Electronic accessories,3,6.8565,45.71,143.9865,7.7,0
3400,759-29-9521,A,15707078,Female,26,Member,577,0,0,Fashion accessories,9,22.032,48.96,462.672,8.0,0
4082,189-17-4241,A,15606613,Female,59,Normal,655,1,0,Fashion accessories,2,8.767,87.67,184.107,7.7,1
9150,275-28-0149,A,15569678,Male,32,Normal,561,1,0,Sports and travel,1,3.1845,63.69,66.8745,6.0,0
1225,600-38-9738,C,15690231,Female,62,Member,612,1,1,Sports and travel,5,17.98,71.92,377.58,4.3,0
6293,233-34-0817,C,15717065,Female,35,Member,686,1,0,Electronic accessories,1,4.942,98.84,103.782,8.4,0
3123,569-71-4390,B,15693904,Female,30,Normal,685,0,1,Sports and travel,2,2.187,21.87,45.927,6.9,0
511,704-20-4138,C,15665077,Female,43,Member,598,1,1,Health and beauty,7,10.3845,29.67,218.0745,8.1,1
5795,583-41-4548,C,15694444,Female,32,Normal,648,1,0,Home and lifestyle,7,5.8345,16.67,122.5245,7.4,1
8182,735-06-4124,C,15684592,Male,42,Normal,557,0,1,Food and beverages,1,2.4305,48.61,51.0405,4.4,0
9418,870-54-3162,A,15655298,Female,54,Normal,654,0,1,Sports and travel,5,8.0625,32.25,169.3125,9.0,0
97,704-11-6354,A,15664311,Male,28,Member,637,1,1,Home and lifestyle,8,23.56,58.9,494.76,8.9,0
6682,346-12-3257,B,15633352,Female,31,Member,628,1,0,Electronic accessories,9,8.658,19.24,181.818,8.0,1
1513,322-02-2271,B,15765258,Female,29,Normal,776,1,1,Sports and travel,3,6.4455,42.97,135.3555,9.3,0
8792,122-61-9553,C,15656009,Female,36,Normal,736,1,0,Electronic accessories,9,23.094,51.32,484.974,5.6,0
120,777-82-7220,B,15595831,Female,64,Member,579,1,1,Home and lifestyle,8,12.048,30.12,253.008,7.7,0
7792,246-55-6923,C,15673020,Female,49,Member,678,0,1,Home and lifestyle,9,16.1055,35.79,338.2155,5.1,1
6518,109-86-4363,B,15603830,Male,36,Member,600,1,0,Sports and travel,7,21.028,60.08,441.588,4.5,0
34,276-75-6884,A,15585823,Male,31,Normal,627,1,0,Health and beauty,3,10.3065,68.71,216.4365,8.7,0
7888,219-61-4139,C,15748718,Male,28,Normal,517,1,0,Electronic accessories,1,4.154,83.08,87.234,6.4,0
6831,610-46-4100,A,15603323,Female,33,Normal,660,0,0,Health and beauty,7,10.1325,28.95,212.7825,6.0,0
5422,339-96-8318,B,15651883,Female,55,Member,794,1,0,Fashion accessories,7,28.4585,81.31,597.6285,6.3,1
1069,742-04-5161,A,15761348,Female,38,Member,601,1,0,Home and lifestyle,10,36.39,72.78,764.19,7.3,0
1348,186-09-3669,C,15695632,Female,39,Member,556,1,1,Health and beauty,1,4.0755,81.51,85.5855,9.2,0
4748,276-54-0879,B,15599126,Female,43,Normal,529,1,1,Sports and travel,4,19.548,97.74,410.508,6.4,1
6006,886-18-2897,A,15809823,Male,19,Normal,491,0,0,Food and beverages,5,14.14,56.56,296.94,4.5,0
6040,468-99-7231,C,15680430,Female,49,Normal,601,1,0,Home and lifestyle,8,17.604,44.01,369.684,8.8,0
3818,346-84-3103,B,15660840,Male,30,Member,723,1,0,Electronic accessories,5,3.305,13.22,69.405,4.3,0
8447,207-73-1363,B,15652401,Female,36,Normal,496,0,0,Health and beauty,2,6.951,69.51,145.971,8.1,0
5270,370-41-7321,B,15737627,Female,20,Member,589,1,0,Health and beauty,9,25.5105,56.69,535.7205,8.4,0
6898,717-96-4189,C,15769051,Male,25,Normal,503,0,1,Electronic accessories,6,10.647,35.49,223.587,4.1,0
5310,551-21-3069,C,15810942,Female,61,Normal,445,0,1,Electronic accessories,9,10.3815,23.07,218.0115,4.9,0
32,189-40-5216,C,15737605,Female,45,Normal,531,1,1,Electronic accessories,7,33.7295,96.37,708.3195,6.0,0
5675,189-98-2939,C,15588695,Male,32,Normal,833,1,1,Fashion accessories,9,35.3475,78.55,742.2975,7.2,1
4387,278-97-7759,A,15713673,Female,33,Member,494,0,1,Electronic accessories,1,3.124,62.48,65.604,4.7,0
30,373-88-1424,C,15592854,Male,25,Member,705,0,1,Home and lifestyle,5,8.9525,35.81,188.0025,7.9,0
4203,263-10-3913,C,15766906,Female,25,Member,742,1,0,Fashion accessories,9,22.068,49.04,463.428,8.6,0
7508,149-15-7606,B,15785078,Male,26,Member,730,1,0,Sports and travel,9,16.794,37.32,352.674,5.1,0
736,333-23-2632,A,15722072,Male,53,Member,630,0,1,Health and beauty,7,3.528,10.08,74.088,4.2,0
2068,286-43-6208,C,15610147,Male,60,Normal,632,0,1,Food and beverages,9,39.51,87.8,829.71,9.2,0
107,692-92-5582,B,15660200,Male,31,Member,551,1,1,Food and beverages,3,8.226,54.84,172.746,5.9,0
9645,735-06-4124,C,15636700,Male,39,Normal,701,0,1,Food and beverages,1,2.4305,48.61,51.0405,4.4,0
8895,290-68-2984,A,15599869,Female,29,Normal,728,1,1,Home and lifestyle,4,4.75,23.75,99.75,5.2,0
8021,339-96-8318,B,15687634,Male,49,Member,561,1,1,Fashion accessories,7,28.4585,81.31,597.6285,6.3,0
2233,670-79-6321,B,15783955,Female,25,Member,697,1,0,Home and lifestyle,7,33.1065,94.59,695.2365,4.9,0
994,576-31-4774,B,15706904,Male,43,Normal,750,1,1,Health and beauty,3,11.0115,73.41,231.2415,4.0,0
9413,710-46-4433,B,15755225,Male,34,Member,659,1,0,Food and beverages,9,34.83,77.4,731.43,4.5,0
7059,832-51-6761,A,15593128,Female,56,Normal,608,1,0,Food and beverages,8,13.552,33.88,284.592,9.6,1
6790,442-44-6497,C,15662494,Male,43,Member,773,1,1,Home and lifestyle,3,8.3355,55.57,175.0455,5.9,0
361,436-54-4512,A,15760102,Female,36,Member,551,1,0,Food and beverages,1,4.5805,91.61,96.1905,9.8,0
305,616-24-2851,B,15683553,Female,33,Member,788,0,0,Fashion accessories,4,3.574,17.87,75.054,6.5,0
2628,629-42-4133,C,15617432,Female,40,Normal,816,1,1,Health and beauty,8,8.72,21.8,183.12,8.3,0
8966,756-93-1854,C,15772341,Male,81,Member,682,1,1,Fashion accessories,2,8.335,83.35,175.035,9.5,0
4514,628-90-8624,B,15591932,Male,32,Member,680,1,0,Health and beauty,10,41.29,82.58,867.09,5.0,0
5911,144-51-6085,A,15617078,Female,44,Member,658,1,0,Home and lifestyle,4,14.148,70.74,297.108,4.4,0
8314,731-81-9469,C,15762048,Female,33,Member,841,1,1,Sports and travel,10,44.9,89.8,942.9,5.4,0
3101,529-56-3974,B,15726267,Male,32,Member,570,0,1,Electronic accessories,4,5.102,25.51,107.142,6.8,0
5704,431-66-2305,B,15761241,Female,36,Normal,578,1,1,Electronic accessories,9,39.7125,88.25,833.9625,7.6,0
3899,400-45-1220,B,15567246,Male,32,Normal,684,1,1,Health and beauty,10,6.75,13.5,141.75,4.8,0
5441,586-25-0848,A,15631070,Male,55,Normal,667,1,1,Sports and travel,7,4.319,12.34,90.699,6.7,1
7931,887-42-0517,C,15662658,Male,34,Normal,651,0,0,Sports and travel,7,29.099,83.14,611.079,6.6,0
622,590-83-4591,B,15726776,Male,36,Member,705,1,1,Electronic accessories,6,26.235,87.45,550.935,8.8,0
7236,640-49-2076,B,15658716,Female,37,Normal,667,1,0,Sports and travel,8,33.512,83.78,703.752,5.1,1
2499,256-58-3609,C,15623647,Female,36,Member,655,1,0,Fashion accessories,1,4.599,91.98,96.579,9.8,0
714,639-76-1242,C,15637678,Male,35,Normal,661,1,0,Food and beverages,5,10.13,40.52,212.73,4.5,0
8404,176-78-1170,C,15636572,Female,32,Member,760,1,1,Health and beauty,3,5.0715,33.81,106.5015,7.3,0
2856,291-21-5991,B,15580366,Male,54,Member,566,1,1,Health and beauty,5,15.3225,61.29,321.7725,7.0,0
4270,123-19-1176,A,15792720,Male,33,Member,676,0,0,Health and beauty,8,23.288,58.22,489.048,8.4,0
2909,393-65-2792,C,15608595,Female,39,Normal,748,0,1,Food and beverages,10,44.74,89.48,939.54,9.6,0
8081,871-79-8483,B,15746190,Female,28,Normal,624,0,1,Fashion accessories,5,23.5325,94.13,494.1825,4.8,0
4517,626-43-7888,C,15642833,Female,30,Normal,608,1,0,Fashion accessories,8,24.164,60.41,507.444,9.6,0
1262,569-71-4390,B,15815628,Female,37,Normal,711,0,0,Sports and travel,2,2.187,21.87,45.927,6.9,0
3161,243-47-2663,C,15692929,Female,42,Member,791,0,1,Electronic accessories,6,5.631,18.77,118.251,5.5,1
971,751-69-0068,C,15647898,Female,50,Normal,610,1,0,Sports and travel,9,44.658,99.24,937.818,9.0,1
3913,785-13-7708,B,15727421,Female,38,Normal,586,1,1,Food and beverages,7,25.571,73.06,536.991,4.2,0
5199,538-22-0304,C,15792649,Female,31,Normal,547,0,0,Electronic accessories,10,32.475,64.95,681.975,5.2,0
8847,642-61-4706,B,15689526,Female,35,Member,542,1,0,Food and beverages,2,9.34,93.4,196.14,5.5,1
260,376-56-3573,C,15697391,Female,34,Normal,604,1,0,Fashion accessories,4,19.084,95.42,400.764,6.4,0
3791,162-65-8559,C,15732832,Female,40,Member,707,1,0,Food and beverages,1,3.449,68.98,72.429,4.8,0
9203,351-62-0822,B,15619653,Male,47,Member,666,1,0,Fashion accessories,4,2.896,14.48,60.816,4.5,1
488,372-62-5264,C,15590683,Female,31,Normal,660,0,1,Food and beverages,9,23.67,52.6,497.07,7.6,0
7908,865-41-9075,A,15628530,Male,42,Normal,694,0,0,Food and beverages,7,4.0355,11.53,84.7455,8.1,0
519,130-67-4723,A,15605067,Male,19,Member,472,1,0,Food and beverages,6,14.55,48.5,305.55,9.4,0
8343,815-11-1168,A,15788494,Male,31,Member,555,1,0,Food and beverages,5,24.945,99.78,523.845,5.4,0
312,162-48-8011,A,15725639,Female,63,Member,793,1,1,Food and beverages,5,11.1475,44.59,234.0975,8.5,0
3232,271-88-8734,C,15794874,Male,41,Member,696,0,1,Fashion accessories,10,48.605,97.21,1020.705,8.7,0
7933,434-35-9162,B,15784286,Male,40,Member,641,1,1,Food and beverages,4,4.668,23.34,98.028,7.4,0
7458,148-41-7930,C,15723721,Male,30,Normal,543,1,0,Health and beauty,7,34.986,99.96,734.706,6.1,0
9784,787-15-1757,C,15719779,Male,25,Member,645,1,0,Health and beauty,4,8.814,44.07,185.094,8.4,0
5184,393-65-2792,C,15611551,Male,48,Normal,676,0,1,Food and beverages,10,44.74,89.48,939.54,9.6,0
8077,129-29-8530,A,15610403,Male,43,Member,659,1,0,Sports and travel,5,15.655,62.62,328.755,7.0,0
6502,895-03-6665,B,15570601,Female,47,Normal,785,1,1,Fashion accessories,9,16.4295,36.51,345.0195,4.2,1
6791,560-49-6611,A,15583552,Male,44,Member,674,1,0,Sports and travel,1,2.279,45.58,47.859,9.8,0
7773,301-81-8610,B,15600720,Male,41,Member,652,1,0,Fashion accessories,8,10.168,25.42,213.528,6.7,0
2738,751-41-9720,C,15577700,Male,37,Normal,749,1,1,Home and lifestyle,10,48.75,97.5,1023.75,8.0,0
7842,781-84-8059,C,15733119,Male,35,Normal,718,1,0,Fashion accessories,7,21.259,60.74,446.439,5.0,0
6262,633-44-8566,A,15715160,Male,36,Member,439,1,1,Food and beverages,7,17.283,49.38,362.943,7.3,0
8206,343-61-3544,B,15708867,Female,38,Member,684,1,0,Sports and travel,10,13.335,26.67,280.035,8.6,1
1248,730-50-9884,C,15579189,Female,42,Normal,690,0,1,Sports and travel,7,29.071,83.06,610.491,4.0,0
9336,765-26-6951,A,15631406,Male,50,Normal,459,1,0,Sports and travel,6,21.783,72.61,457.443,6.9,0
4195,452-04-8808,B,15718780,Female,32,Normal,650,1,1,Electronic accessories,7,30.478,87.08,640.038,5.5,0
8001,770-42-8960,B,15653306,Female,32,Normal,679,0,0,Food and beverages,8,8.448,21.12,177.408,6.3,0
7378,213-72-6612,A,15616122,Male,39,Normal,777,1,1,Food and beverages,2,4.325,43.25,90.825,6.2,0
3435,790-38-4466,C,15694366,Male,42,Normal,714,0,1,Health and beauty,5,2.7475,10.99,57.6975,9.3,0
5382,366-43-6862,B,15813916,Female,31,Normal,622,1,1,Electronic accessories,4,10.578,52.89,222.138,6.7,0
959,861-77-0145,C,15688210,Female,39,Member,670,0,0,Electronic accessories,10,40.985,81.97,860.685,9.2,0
417,656-95-9349,A,15642725,Male,32,Member,797,0,1,Health and beauty,7,24.1255,68.93,506.6355,4.6,0
5742,228-96-1411,C,15801920,Male,39,Member,727,0,0,Food and beverages,8,39.48,98.7,829.08,7.6,0
6728,315-22-5665,C,15663942,Female,38,Normal,639,0,0,Home and lifestyle,10,36.78,73.56,772.38,8.0,0
4382,525-88-7307,B,15759244,Male,44,Member,687,1,1,Sports and travel,1,3.791,75.82,79.611,5.8,0
5197,652-43-6591,A,15620030,Male,29,Normal,744,0,0,Fashion accessories,8,38.916,97.29,817.236,6.2,0
